Key,Total Errors Signal 1,Total Errors Signal 2,Total Instances Signal 1,Total Instances Signal 2,Error Rate Signal 1,Error Rate Signal 2,Percentage Fully Present Signal 1,Percentage Fully Present Signal 2,Decoding Success Rate Signal 1,Decoding Success Rate Signal 2,Average Decoding Quality Signal 1,Average Decoding Quality Signal 2,Combined Error Rate,Max Error Rate,Error Rate Difference (S2 - S1),Relative Error Rate Difference (%)
variant01_adaptive_otsu_c4_d5_mxs15_processed,8825,5503,51020,47715,0.17297138377107016,0.11533060882322121,78.806571001883,86.29309785078891,82.70286162289298,88.46693911767788,91.32523862086877,91.36203276843494,0.28830199259429135,0.17297138377107016,-0.057640774947848944,-33.323879182314485
variant01_adaptive_otsu_c5_d5_mxs15_processed,11518,6985,53501,48218,0.21528569559447486,0.1448629142643826,76.75324675324676,84.86363636363636,78.47143044055251,85.51370857356174,90.87229437229436,89.22510822510823,0.36014860985885744,0.21528569559447486,-0.07042278133009225,-32.71131467217629
variant01_adaptive_otsu_including_invalid_processed,19666,11474,54905,51008,0.35818231490756763,0.22494510664993728,72.31418370658878,72.4634858812074,64.18176850924324,77.50548933500627,76.250135237477,85.5436546575787,0.5831274215575049,0.35818231490756763,-0.13323720825763036,-37.1981537647981
variant01_adaptive_otsu_invalid_processed,19666,11474,54905,51008,0.35818231490756763,0.22494510664993728,72.31418370658878,72.4634858812074,64.18176850924324,77.50548933500627,76.250135237477,85.5436546575787,0.5831274215575049,0.35818231490756763,-0.13323720825763036,-37.1981537647981
variant01_adaptive_otsu_only_valid_processed,11439,6756,51346,45428,0.22278268998558798,0.1487188518094567,76.06607229248739,84.829635773032,77.72173100144121,85.12811481905432,91.93678438961457,89.06627963231738,0.3715015417950447,0.22278268998558798,-0.07406383817613127,-33.24488010308275
variant01_adaptive_otsu_outlier_rejection_v1_2024_processed,8789,5561,45666,44188,0.192462663688521,0.12584864669140944,76.87889273356402,84.17993079584775,80.7537336311479,87.41513533085906,85.06805074971165,89.1049596309112,0.31831131037993043,0.192462663688521,-0.06661401699711156,-34.611397203209656
variant01_adaptive_otsu_outlier_rejection_v1_processed,8789,5561,45669,44191,0.19245002080185683,0.12584010318843203,76.88049269946717,84.18102553456508,80.75499791981431,87.41598968115679,85.06908403109357,89.10571356076858,0.3182901239902889,0.19245002080185683,-0.0666099176134248,-34.61154087481508
variant01_adaptive_otsu_processed,23013,11312,57064,49836,0.40328403196411045,0.22698450919014368,71.2597649839165,78.42184730519267,59.671596803588955,77.30154908098564,74.34735989846604,83.62765049563447,0.6302685411542541,0.40328403196411045,-0.17629952277396677,-43.71596909387581
variant01_adaptive_otsu_sanity_check_processed,1720,985,10412,9695,0.16519400691509797,0.10159876224858175,81.19847812301839,88.33227647431833,83.4805993084902,89.84012377514182,91.86218558444303,92.05242020714437,0.2667927691636797,0.16519400691509797,-0.06359524466651623,-38.49730741091668
variant01_adaptive_otsu_valid_c4_d5_mxs50_processed,9305,5510,51497,47719,0.18069013728955086,0.11546763343741487,78.37012987012987,86.29220779220779,81.93098627104492,88.45323665625851,91.32467532467533,91.36147186147186,0.2961577707269657,0.18069013728955086,-0.06522250385213599,-36.09632757521168
variant01_adaptive_otsu_valid_processed,11439,6756,51346,45428,0.22278268998558798,0.1487188518094567,76.06607229248739,84.829635773032,77.72173100144121,85.12811481905432,91.93678438961457,89.06627963231738,0.3715015417950447,0.22278268998558798,-0.07406383817613127,-33.24488010308275
variant01_adaptive_otsu_valid_standard_4_15_5_processed,8789,5543,45669,44191,0.19245002080185683,0.12543278043040437,76.88049269946717,84.30558438862363,80.75499791981431,87.45672195695956,85.06908403109357,89.1472331787881,0.3178828012322612,0.19245002080185683,-0.06701724037145246,-34.82319206421507
variant01_adaptive_otsu_variant_01_outlier_rejection_v1_2024_processed,8789,5561,45666,44188,0.192462663688521,0.12584864669140944,76.87889273356402,84.17993079584775,80.7537336311479,87.41513533085906,85.06805074971165,89.1049596309112,0.31831131037993043,0.192462663688521,-0.06661401699711156,-34.611397203209656
variant01_adaptive_otsu_variant_01_outlier_rejection_v1_processed,8789,5561,45669,44191,0.19245002080185683,0.12584010318843203,76.88049269946717,84.18102553456508,80.75499791981431,87.41598968115679,85.06908403109357,89.10571356076858,0.3182901239902889,0.19245002080185683,-0.0666099176134248,-34.61154087481508
variant01_otsu_valid_4_5_15_no_merging_processed,18055,30341,44068,43283,0.40970772442588727,0.7009911512603101,56.51211072664359,29.6401384083045,59.02922755741128,29.900884873968998,60.00692041522492,29.85467128027682,1.1106988756861973,0.7009911512603101,0.2912834268344228,71.09541984901327
variant01_outlier_rej_2025_consistency_check_processed,8039,4754,43621,40038,0.18429196946424886,0.11873719966032269,76.74978637458246,85.83857686630934,81.57080305357512,88.12628003396773,92.13599523550583,91.36435433335923,0.30302916912457156,0.18429196946424886,-0.06555476980392617,-35.571148322142854
variant01_rxy_1_g_0.5_s_1.5_processed,8114,4516,45130,43659,0.17979171282960338,0.10343800819991296,78.43747837519895,85.74493114663345,82.02082871703966,89.6561991800087,85.38278781168546,90.28902267432473,0.2832297210295163,0.17979171282960338,-0.07635370462969042,-42.46786652622539
variant01_rxy_2_g_0.5_s_1.5_processed,8676,4936,45596,43947,0.19027984910957102,0.11231710924522721,77.06415668904422,85.3415461277597,80.9720150890429,88.76828907547728,85.15929591436546,89.9831591574965,0.3025969583547982,0.19027984910957102,-0.07796273986434381,-40.972672739218766
variant01_rxy_2_g_0.7_s_2.4_processed,7973,4789,45074,43984,0.1768868971025425,0.10888050200072753,78.85959449173068,85.90408968237492,82.31131028974575,89.11194979992725,85.57885267455539,90.40896823749222,0.28576739910327004,0.1768868971025425,-0.06800639510181496,-38.44625928532807
variant01_s_x_16_s_y_16_no_change_weights_processed,1018,367,6280,5795,0.16210191082802547,0.0633304572907679,81.03896103896105,92.67532467532467,83.78980891719745,93.66695427092321,91.06493506493506,93.93939393939394,0.22543236811879336,0.16210191082802547,-0.09877145353725757,-60.93170218211961
variant02_adaptive_otsu_first_processed,26239,5771,70347,48098,0.3729938732284248,0.11998419892719032,45.23180841264968,76.10684679152594,62.70061267715752,88.00158010728096,90.2834919660219,86.63801043905434,0.4929780721556151,0.3729938732284248,-0.2530096743012345,-67.83212606451825
